rating
"8.1
 (313K)"
"8.2
 (93K)"
"8.1
 (174K)"
"8.1
 (262K)"
"8.1
 (660K)"
"8.1
 (43K)"
"8.1
 (66K)"
"8.1
 (100K)"
"8.0
 (688K)"
"8.1
 (254K)"
"8.1
 (229K)"
"8.1
 (147K)"
"8.1
 (189K)"
"8.1
 (495K)"
"8.1
 (113K)"
"8.2
 (95K)"
"8.0
 (292K)"
"8.0
 (470K)"
"8.2
 (104K)"
